sdmx-dimension:refPeriod,sdmx-attribute:unitMeasure,dcat-dimension:thing,dcat:measure_1_value,sdmx-attribute:refArea
2010-01-15,SSP/KG,Wheat flour - Retail,4.75,South Sudan - Jau
2010-02-15,SSP/KG,Wheat flour - Retail,5.5,South Sudan - Jau
2010-03-15,SSP/KG,Wheat flour - Retail,5.3333,South Sudan - Jau
2010-04-15,SSP/KG,Wheat flour - Retail,4.3333,South Sudan - Jau
2010-05-15,SSP/KG,Wheat flour - Retail,4.25,South Sudan - Jau
2010-06-15,SSP/KG,Wheat flour - Retail,3.5,South Sudan - Jau
2010-07-15,SSP/KG,Wheat flour - Retail,3.8,South Sudan - Jau
2010-09-15,SSP/KG,Wheat flour - Retail,6.0,South Sudan - Jau
2010-10-15,SSP/KG,Wheat flour - Retail,2.0,South Sudan - Jau
2010-11-15,SSP/KG,Wheat flour - Retail,3.0,South Sudan - Jau
2010-12-15,SSP/KG,Wheat flour - Retail,3.6,South Sudan - Jau
2011-01-15,SSP/KG,Wheat flour - Retail,4.0,South Sudan - Jau
2011-02-15,SSP/KG,Wheat flour - Retail,4.5,South Sudan - Jau
2011-03-15,SSP/KG,Wheat flour - Retail,4.5,South Sudan - Jau
2011-04-15,SSP/KG,Wheat flour - Retail,4.0,South Sudan - Jau
2011-05-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2011-06-15,SSP/KG,Wheat flour - Retail,6.3333,South Sudan - Jau
2011-07-15,SSP/KG,Wheat flour - Retail,6.75,South Sudan - Jau
2011-08-15,SSP/KG,Wheat flour - Retail,7.25,South Sudan - Jau
2011-09-15,SSP/KG,Wheat flour - Retail,8.0,South Sudan - Jau
2011-10-15,SSP/KG,Wheat flour - Retail,8.0,South Sudan - Jau
2011-11-15,SSP/KG,Wheat flour - Retail,7.3333,South Sudan - Jau
2011-12-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2012-01-15,SSP/KG,Wheat flour - Retail,6.75,South Sudan - Jau
2012-02-15,SSP/KG,Wheat flour - Retail,7.5,South Sudan - Jau
2012-03-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2012-04-15,SSP/KG,Wheat flour - Retail,6.0,South Sudan - Jau
2012-05-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2012-07-15,SSP/KG,Wheat flour - Retail,6.8,South Sudan - Jau
2012-08-15,SSP/KG,Wheat flour - Retail,7.2,South Sudan - Jau
2012-09-15,SSP/KG,Wheat flour - Retail,8.0,South Sudan - Jau
2012-10-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2012-11-15,SSP/KG,Wheat flour - Retail,8.0,South Sudan - Jau
2012-12-15,SSP/KG,Wheat flour - Retail,7.75,South Sudan - Jau
2013-01-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2013-02-15,SSP/KG,Wheat flour - Retail,6.25,South Sudan - Jau
2013-03-15,SSP/KG,Wheat flour - Retail,6.0,South Sudan - Jau
2014-01-15,SSP/KG,Wheat flour - Retail,7.0,South Sudan - Jau
2014-02-15,SSP/KG,Wheat flour - Retail,6.0,South Sudan - Jau
2014-03-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2014-04-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2014-05-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2014-06-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2014-07-15,SSP/KG,Wheat flour - Retail,5.0,South Sudan - Jau
2015-05-15,SSP/KG,Wheat flour - Retail,11.0,South Sudan - Jau
2015-06-15,SSP/KG,Wheat flour - Retail,15.0,South Sudan - Jau
2015-07-15,SSP/KG,Wheat flour - Retail,25.0,South Sudan - Jau
2015-08-15,SSP/KG,Wheat flour - Retail,16.0,South Sudan - Jau
2015-09-15,SSP/KG,Wheat flour - Retail,17.2,South Sudan - Jau
2015-11-15,SSP/KG,Wheat flour - Retail,20.0,South Sudan - Jau
2015-12-15,SSP/KG,Wheat flour - Retail,40.0,South Sudan - Jau
2016-01-15,SSP/KG,Wheat flour - Retail,40.0,South Sudan - Jau
2016-02-15,SSP/KG,Wheat flour - Retail,40.0,South Sudan - Jau
2016-03-15,SSP/KG,Wheat flour - Retail,40.0,South Sudan - Jau
2016-04-15,SSP/KG,Wheat flour - Retail,36.75,South Sudan - Jau
2016-05-15,SSP/KG,Wheat flour - Retail,35.5,South Sudan - Jau
2016-07-15,SSP/KG,Wheat flour - Retail,65.0,South Sudan - Jau
2016-08-15,SSP/KG,Wheat flour - Retail,102.5,South Sudan - Jau
2016-10-15,SSP/KG,Wheat flour - Retail,70.0,South Sudan - Jau
2016-11-15,SSP/KG,Wheat flour - Retail,62.8,South Sudan - Jau
2016-12-15,SSP/KG,Wheat flour - Retail,67.5,South Sudan - Jau
2017-02-15,SSP/KG,Wheat flour - Retail,122.5,South Sudan - Jau
2017-03-15,SSP/KG,Wheat flour - Retail,100.0,South Sudan - Jau
2017-04-15,SSP/KG,Wheat flour - Retail,143.0,South Sudan - Jau
2017-05-15,SSP/KG,Wheat flour - Retail,143.0,South Sudan - Jau
2017-06-15,SSP/KG,Wheat flour - Retail,142.0,South Sudan - Jau
2017-07-15,SSP/KG,Wheat flour - Retail,140.0,South Sudan - Jau
2017-08-15,SSP/KG,Wheat flour - Retail,140.0,South Sudan - Jau
2017-10-15,SSP/KG,Wheat flour - Retail,158.0,South Sudan - Jau
2017-11-15,SSP/KG,Wheat flour - Retail,130.0,South Sudan - Jau
2017-12-15,SSP/KG,Wheat flour - Retail,113.0,South Sudan - Jau
2018-01-15,SSP/KG,Wheat flour - Retail,140.0,South Sudan - Jau
2018-03-15,SSP/KG,Wheat flour - Retail,180.0,South Sudan - Jau
2018-04-15,SSP/KG,Wheat flour - Retail,243.0,South Sudan - Jau
2018-06-15,SSP/KG,Wheat flour - Retail,252.0,South Sudan - Jau
2018-07-15,SSP/KG,Wheat flour - Retail,288.0,South Sudan - Jau
2018-08-15,SSP/KG,Wheat flour - Retail,255.0,South Sudan - Jau
2019-03-15,SSP/KG,Wheat flour - Retail,258.0,South Sudan - Jau
2019-03-15,SSP/50 KG,Maize (white) - Wholesale,4000.0,South Sudan - Jau
2009-04-15,SSP/3.5 KG,Maize (white) - Retail,4.6,South Sudan - Jau
2009-05-15,SSP/3.5 KG,Maize (white) - Retail,4.2,South Sudan - Jau
2009-06-15,SSP/3.5 KG,Maize (white) - Retail,4.5,South Sudan - Jau
2009-07-15,SSP/3.5 KG,Maize (white) - Retail,5.775,South Sudan - Jau
2009-08-15,SSP/3.5 KG,Maize (white) - Retail,4.3,South Sudan - Jau
2009-09-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2009-10-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2009-11-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2009-12-15,SSP/3.5 KG,Maize (white) - Retail,4.8333,South Sudan - Jau
2010-01-15,SSP/3.5 KG,Maize (white) - Retail,4.7,South Sudan - Jau
2010-02-15,SSP/3.5 KG,Maize (white) - Retail,5.5,South Sudan - Jau
2010-04-15,SSP/3.5 KG,Maize (white) - Retail,5.9167,South Sudan - Jau
2010-05-15,SSP/3.5 KG,Maize (white) - Retail,5.5,South Sudan - Jau
2010-06-15,SSP/3.5 KG,Maize (white) - Retail,6.25,South Sudan - Jau
2010-07-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2010-09-15,SSP/3.5 KG,Maize (white) - Retail,5.5,South Sudan - Jau
2010-11-15,SSP/3.5 KG,Maize (white) - Retail,7.5,South Sudan - Jau
2010-12-15,SSP/3.5 KG,Maize (white) - Retail,5.0,South Sudan - Jau
2011-01-15,SSP/3.5 KG,Maize (white) - Retail,5.0,South Sudan - Jau
2011-02-15,SSP/3.5 KG,Maize (white) - Retail,5.0,South Sudan - Jau
2011-03-15,SSP/3.5 KG,Maize (white) - Retail,5.0,South Sudan - Jau
2011-04-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2011-05-15,SSP/3.5 KG,Maize (white) - Retail,6.0,South Sudan - Jau
2011-06-15,SSP/3.5 KG,Maize (white) - Retail,6.6667,South Sudan - Jau
2011-07-15,SSP/3.5 KG,Maize (white) - Retail,7.5,South Sudan - Jau
2011-09-15,SSP/3.5 KG,Maize (white) - Retail,13.75,South Sudan - Jau
2011-10-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2011-11-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2011-12-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2012-01-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2012-02-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2012-03-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2012-04-15,SSP/3.5 KG,Maize (white) - Retail,13.0,South Sudan - Jau
2012-05-15,SSP/3.5 KG,Maize (white) - Retail,14.75,South Sudan - Jau
2012-07-15,SSP/3.5 KG,Maize (white) - Retail,8.0,South Sudan - Jau
2012-08-15,SSP/3.5 KG,Maize (white) - Retail,8.8,South Sudan - Jau
2012-09-15,SSP/3.5 KG,Maize (white) - Retail,13.8,South Sudan - Jau
2012-10-15,SSP/3.5 KG,Maize (white) - Retail,11.5,South Sudan - Jau
2012-11-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2012-12-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2013-01-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-02-15,SSP/3.5 KG,Maize (white) - Retail,9.0,South Sudan - Jau
2013-03-15,SSP/3.5 KG,Maize (white) - Retail,10.2,South Sudan - Jau
2013-04-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-05-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-06-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-07-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-08-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-09-15,SSP/3.5 KG,Maize (white) - Retail,10.5,South Sudan - Jau
2013-10-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-11-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2013-12-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-01-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-02-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-03-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-04-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-05-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-06-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-07-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-08-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2014-09-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2014-10-15,SSP/3.5 KG,Maize (white) - Retail,10.0,South Sudan - Jau
2014-11-15,SSP/3.5 KG,Maize (white) - Retail,13.25,South Sudan - Jau
2014-12-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2015-01-15,SSP/3.5 KG,Maize (white) - Retail,11.2,South Sudan - Jau
2015-02-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2015-03-15,SSP/3.5 KG,Maize (white) - Retail,12.0,South Sudan - Jau
2015-04-15,SSP/3.5 KG,Maize (white) - Retail,18.0,South Sudan - Jau
2015-05-15,SSP/3.5 KG,Maize (white) - Retail,21.2,South Sudan - Jau
2015-06-15,SSP/3.5 KG,Maize (white) - Retail,26.2,South Sudan - Jau
2015-07-15,SSP/3.5 KG,Maize (white) - Retail,29.5,South Sudan - Jau
2015-08-15,SSP/3.5 KG,Maize (white) - Retail,30.0,South Sudan - Jau
2015-09-15,SSP/3.5 KG,Maize (white) - Retail,25.0,South Sudan - Jau
2015-11-15,SSP/3.5 KG,Maize (white) - Retail,40.0,South Sudan - Jau
2016-01-15,SSP/3.5 KG,Maize (white) - Retail,35.0,South Sudan - Jau
2016-02-15,SSP/3.5 KG,Maize (white) - Retail,41.0,South Sudan - Jau
2016-03-15,SSP/3.5 KG,Maize (white) - Retail,62.5,South Sudan - Jau
2016-04-15,SSP/3.5 KG,Maize (white) - Retail,73.75,South Sudan - Jau
2016-05-15,SSP/3.5 KG,Maize (white) - Retail,75.0,South Sudan - Jau
2016-07-15,SSP/3.5 KG,Maize (white) - Retail,85.0,South Sudan - Jau
2016-08-15,SSP/3.5 KG,Maize (white) - Retail,250.0,South Sudan - Jau
2016-10-15,SSP/3.5 KG,Maize (white) - Retail,187.5,South Sudan - Jau
2016-11-15,SSP/3.5 KG,Maize (white) - Retail,195.0,South Sudan - Jau
2016-12-15,SSP/3.5 KG,Maize (white) - Retail,217.0,South Sudan - Jau
2017-02-15,SSP/3.5 KG,Maize (white) - Retail,225.0,South Sudan - Jau
2017-03-15,SSP/3.5 KG,Maize (white) - Retail,213.0,South Sudan - Jau
2017-04-15,SSP/3.5 KG,Maize (white) - Retail,246.0,South Sudan - Jau
2017-05-15,SSP/3.5 KG,Maize (white) - Retail,330.0,South Sudan - Jau
2017-06-15,SSP/3.5 KG,Maize (white) - Retail,338.0,South Sudan - Jau
2017-07-15,SSP/3.5 KG,Maize (white) - Retail,408.0,South Sudan - Jau
2017-08-15,SSP/3.5 KG,Maize (white) - Retail,375.0,South Sudan - Jau
2017-10-15,SSP/3.5 KG,Maize (white) - Retail,240.0,South Sudan - Jau
2017-11-15,SSP/3.5 KG,Maize (white) - Retail,210.0,South Sudan - Jau
2017-12-15,SSP/3.5 KG,Maize (white) - Retail,242.0,South Sudan - Jau
2018-01-15,SSP/3.5 KG,Maize (white) - Retail,270.0,South Sudan - Jau
2018-03-15,SSP/3.5 KG,Maize (white) - Retail,388.0,South Sudan - Jau
2018-04-15,SSP/3.5 KG,Maize (white) - Retail,438.0,South Sudan - Jau
2018-06-15,SSP/3.5 KG,Maize (white) - Retail,450.0,South Sudan - Jau
2018-07-15,SSP/3.5 KG,Maize (white) - Retail,463.0,South Sudan - Jau
2018-08-15,SSP/3.5 KG,Maize (white) - Retail,475.0,South Sudan - Jau
2018-09-15,SSP/3.5 KG,Maize (white) - Retail,475.0,South Sudan - Jau
2018-10-15,SSP/3.5 KG,Maize (white) - Retail,430.0,South Sudan - Jau
2018-12-15,SSP/3.5 KG,Maize (white) - Retail,400.0,South Sudan - Jau
2015-05-15,SSP/3.5 KG,Cassava - Retail,16.2,South Sudan - Jau
2015-06-15,SSP/3.5 KG,Cassava - Retail,20.0,South Sudan - Jau
2015-07-15,SSP/3.5 KG,Cassava - Retail,18.0,South Sudan - Jau
2015-08-15,SSP/3.5 KG,Cassava - Retail,18.0,South Sudan - Jau
2015-09-15,SSP/3.5 KG,Cassava - Retail,17.0,South Sudan - Jau
2015-10-15,SSP/3.5 KG,Cassava - Retail,22.5,South Sudan - Jau
2015-11-15,SSP/3.5 KG,Cassava - Retail,23.2,South Sudan - Jau
2015-12-15,SSP/3.5 KG,Cassava - Retail,30.0,South Sudan - Jau
2016-01-15,SSP/3.5 KG,Cassava - Retail,42.0,South Sudan - Jau
2016-02-15,SSP/3.5 KG,Cassava - Retail,33.0,South Sudan - Jau
2016-03-15,SSP/3.5 KG,Cassava - Retail,52.5,South Sudan - Jau
2016-04-15,SSP/3.5 KG,Cassava - Retail,62.25,South Sudan - Jau
2016-05-15,SSP/3.5 KG,Cassava - Retail,65.0,South Sudan - Jau
2016-07-15,SSP/3.5 KG,Cassava - Retail,80.0,South Sudan - Jau
2016-08-15,SSP/3.5 KG,Cassava - Retail,172.3333,South Sudan - Jau
2016-10-15,SSP/3.5 KG,Cassava - Retail,193.5,South Sudan - Jau
2016-11-15,SSP/3.5 KG,Cassava - Retail,170.0,South Sudan - Jau
2016-12-15,SSP/3.5 KG,Cassava - Retail,166.0,South Sudan - Jau
2017-02-15,SSP/3.5 KG,Cassava - Retail,243.0,South Sudan - Jau
2017-03-15,SSP/3.5 KG,Cassava - Retail,251.0,South Sudan - Jau
2017-04-15,SSP/3.5 KG,Cassava - Retail,226.7,South Sudan - Jau
2017-05-15,SSP/3.5 KG,Cassava - Retail,250.0,South Sudan - Jau
2017-06-15,SSP/3.5 KG,Cassava - Retail,250.0,South Sudan - Jau
2017-07-15,SSP/3.5 KG,Cassava - Retail,400.0,South Sudan - Jau
2017-08-15,SSP/3.5 KG,Cassava - Retail,375.0,South Sudan - Jau
2017-10-15,SSP/3.5 KG,Cassava - Retail,250.0,South Sudan - Jau
2017-11-15,SSP/3.5 KG,Cassava - Retail,255.0,South Sudan - Jau
2017-12-15,SSP/3.5 KG,Cassava - Retail,250.0,South Sudan - Jau
2018-01-15,SSP/3.5 KG,Cassava - Retail,450.0,South Sudan - Jau
2018-03-15,SSP/3.5 KG,Cassava - Retail,300.0,South Sudan - Jau
2018-04-15,SSP/3.5 KG,Cassava - Retail,313.0,South Sudan - Jau
2018-06-15,SSP/3.5 KG,Cassava - Retail,688.0,South Sudan - Jau
2018-07-15,SSP/3.5 KG,Cassava - Retail,800.0,South Sudan - Jau
2018-08-15,SSP/3.5 KG,Cassava - Retail,613.0,South Sudan - Jau
2018-09-15,SSP/3.5 KG,Cassava - Retail,550.0,South Sudan - Jau
2018-10-15,SSP/3.5 KG,Cassava - Retail,590.0,South Sudan - Jau
2018-12-15,SSP/3.5 KG,Cassava - Retail,450.0,South Sudan - Jau
2019-03-15,SSP/3.5 KG,Cassava - Retail,360.0,South Sudan - Jau
2009-05-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2009-06-15,SSP/KG,Beans (red) - Retail,6.75,South Sudan - Jau
2009-07-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2009-08-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2009-09-15,SSP/KG,Beans (red) - Retail,6.75,South Sudan - Jau
2009-10-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2009-11-15,SSP/KG,Beans (red) - Retail,8.125,South Sudan - Jau
2009-12-15,SSP/KG,Beans (red) - Retail,6.0,South Sudan - Jau
2010-01-15,SSP/KG,Beans (red) - Retail,8.75,South Sudan - Jau
2010-02-15,SSP/KG,Beans (red) - Retail,9.0,South Sudan - Jau
2010-03-15,SSP/KG,Beans (red) - Retail,8.3333,South Sudan - Jau
2010-04-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2010-05-15,SSP/KG,Beans (red) - Retail,8.25,South Sudan - Jau
2010-06-15,SSP/KG,Beans (red) - Retail,8.5,South Sudan - Jau
2010-07-15,SSP/KG,Beans (red) - Retail,8.6,South Sudan - Jau
2010-09-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2010-11-15,SSP/KG,Beans (red) - Retail,12.0,South Sudan - Jau
2010-12-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2011-01-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2011-02-15,SSP/KG,Beans (red) - Retail,9.0,South Sudan - Jau
2011-03-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2011-04-15,SSP/KG,Beans (red) - Retail,8.0,South Sudan - Jau
2011-05-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2011-06-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2011-07-15,SSP/KG,Beans (red) - Retail,14.5,South Sudan - Jau
2011-08-15,SSP/KG,Beans (red) - Retail,14.25,South Sudan - Jau
2011-09-15,SSP/KG,Beans (red) - Retail,18.0,South Sudan - Jau
2011-10-15,SSP/KG,Beans (red) - Retail,19.0,South Sudan - Jau
2011-11-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2011-12-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2012-01-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2012-02-15,SSP/KG,Beans (red) - Retail,18.5,South Sudan - Jau
2012-03-15,SSP/KG,Beans (red) - Retail,18.4,South Sudan - Jau
2012-04-15,SSP/KG,Beans (red) - Retail,18.0,South Sudan - Jau
2012-05-15,SSP/KG,Beans (red) - Retail,19.5,South Sudan - Jau
2012-06-15,SSP/KG,Beans (red) - Retail,17.5,South Sudan - Jau
2012-07-15,SSP/KG,Beans (red) - Retail,14.5,South Sudan - Jau
2012-08-15,SSP/KG,Beans (red) - Retail,14.2,South Sudan - Jau
2012-09-15,SSP/KG,Beans (red) - Retail,18.0,South Sudan - Jau
2012-10-15,SSP/KG,Beans (red) - Retail,19.5,South Sudan - Jau
2012-11-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2012-12-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2013-01-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-02-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-03-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-04-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-05-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-06-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-07-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-08-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-09-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-10-15,SSP/KG,Beans (red) - Retail,15.0,South Sudan - Jau
2013-11-15,SSP/KG,Beans (red) - Retail,10.0,South Sudan - Jau
2013-12-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2014-01-15,SSP/KG,Beans (red) - Retail,18.0,South Sudan - Jau
2014-02-15,SSP/KG,Beans (red) - Retail,18.0,South Sudan - Jau
2014-03-15,SSP/KG,Beans (red) - Retail,14.0,South Sudan - Jau
2014-04-15,SSP/KG,Beans (red) - Retail,14.0,South Sudan - Jau
2014-05-15,SSP/KG,Beans (red) - Retail,14.0,South Sudan - Jau
2014-06-15,SSP/KG,Beans (red) - Retail,14.0,South Sudan - Jau
2014-07-15,SSP/KG,Beans (red) - Retail,14.0,South Sudan - Jau
2014-08-15,SSP/KG,Beans (red) - Retail,12.0,South Sudan - Jau
2014-09-15,SSP/KG,Beans (red) - Retail,12.0,South Sudan - Jau
2014-10-15,SSP/KG,Beans (red) - Retail,12.3333,South Sudan - Jau
2014-11-15,SSP/KG,Beans (red) - Retail,16.0,South Sudan - Jau
2014-12-15,SSP/KG,Beans (red) - Retail,30.0,South Sudan - Jau
2015-01-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2015-02-15,SSP/KG,Beans (red) - Retail,10.5,South Sudan - Jau
2015-03-15,SSP/KG,Beans (red) - Retail,10.5,South Sudan - Jau
2015-04-15,SSP/KG,Beans (red) - Retail,11.0,South Sudan - Jau
2015-05-15,SSP/KG,Beans (red) - Retail,11.2,South Sudan - Jau
2015-06-15,SSP/KG,Beans (red) - Retail,17.0,South Sudan - Jau
2015-07-15,SSP/KG,Beans (red) - Retail,27.8,South Sudan - Jau
2015-08-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2015-09-15,SSP/KG,Beans (red) - Retail,20.0,South Sudan - Jau
2015-10-15,SSP/KG,Beans (red) - Retail,26.5,South Sudan - Jau
2015-12-15,SSP/KG,Beans (red) - Retail,25.5,South Sudan - Jau
2016-01-15,SSP/KG,Beans (red) - Retail,40.0,South Sudan - Jau
2016-02-15,SSP/KG,Beans (red) - Retail,60.0,South Sudan - Jau
2016-03-15,SSP/KG,Beans (red) - Retail,41.25,South Sudan - Jau
2016-04-15,SSP/KG,Beans (red) - Retail,45.0,South Sudan - Jau
2016-05-15,SSP/KG,Beans (red) - Retail,45.0,South Sudan - Jau
2016-07-15,SSP/KG,Beans (red) - Retail,155.0,South Sudan - Jau
2016-08-15,SSP/KG,Beans (red) - Retail,100.0,South Sudan - Jau
2016-10-15,SSP/KG,Beans (red) - Retail,100.0,South Sudan - Jau
2016-11-15,SSP/KG,Beans (red) - Retail,100.0,South Sudan - Jau
2016-12-15,SSP/KG,Beans (red) - Retail,100.0,South Sudan - Jau
2017-02-15,SSP/KG,Beans (red) - Retail,156.6,South Sudan - Jau
2017-03-15,SSP/KG,Beans (red) - Retail,143.8,South Sudan - Jau
2017-04-15,SSP/KG,Beans (red) - Retail,143.0,South Sudan - Jau
2017-05-15,SSP/KG,Beans (red) - Retail,288.0,South Sudan - Jau
2017-06-15,SSP/KG,Beans (red) - Retail,398.0,South Sudan - Jau
2017-07-15,SSP/KG,Beans (red) - Retail,430.0,South Sudan - Jau
2017-08-15,SSP/KG,Beans (red) - Retail,375.0,South Sudan - Jau
2017-10-15,SSP/KG,Beans (red) - Retail,340.0,South Sudan - Jau
2017-11-15,SSP/KG,Beans (red) - Retail,430.0,South Sudan - Jau
2017-12-15,SSP/KG,Beans (red) - Retail,440.0,South Sudan - Jau
2018-01-15,SSP/KG,Beans (red) - Retail,450.0,South Sudan - Jau
2018-02-15,SSP/KG,Beans (red) - Retail,445.0,South Sudan - Jau
2018-03-15,SSP/KG,Beans (red) - Retail,240.0,South Sudan - Jau
2018-04-15,SSP/KG,Beans (red) - Retail,463.0,South Sudan - Jau
2018-06-15,SSP/KG,Beans (red) - Retail,470.0,South Sudan - Jau
2018-07-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2018-08-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2018-09-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2018-10-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2018-12-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2019-03-15,SSP/KG,Beans (red) - Retail,500.0,South Sudan - Jau
2013-04-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-05-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-06-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-07-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-08-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-09-15,SSP/L,Oil (vegetable) - Retail,8.5,South Sudan - Jau
2013-10-15,SSP/L,Oil (vegetable) - Retail,9.5,South Sudan - Jau
2013-11-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2013-12-15,SSP/L,Oil (vegetable) - Retail,12.5,South Sudan - Jau
2014-01-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Jau
2014-02-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Jau
2014-03-15,SSP/L,Oil (vegetable) - Retail,15.0,South Sudan - Jau
2014-04-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2014-05-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
2014-06-15,SSP/L,Oil (vegetable) - Retail,10.0,South Sudan - Jau
